ProductKey,Order ID,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,Sales
589,SO51415,20230111,20230123,20230118,21349,769.49
476,SO51415,20230111,20230123,20230118,21349,69.99
491,SO51415,20230111,20230123,20230118,21349,53.99
463,SO51415,20230111,20230123,20230118,21349,24.49
585,SO51416,20230111,20230123,20230118,11550,742.35
217,SO51416,20230111,20230123,20230118,11550,34.99
355,SO51417,20230111,20230123,20230118,11281,2319.99
477,SO51417,20230111,20230123,20230118,11281,4.99
478,SO51417,20230111,20230123,20230118,11281,9.99
484,SO51417,20230111,20230123,20230118,11281,7.95
584,SO51418,20230111,20230123,20230118,26658,539.99
477,SO51418,20230111,20230123,20230118,26658,4.99
479,SO51418,20230111,20230123,20230118,26658,8.99
488,SO51418,20230111,20230123,20230118,26658,53.99
604,SO51419,20230111,20230123,20230118,18903,539.99
538,SO51419,20230111,20230123,20230118,18903,21.49
529,SO51419,20230111,20230123,20230118,18903,3.99
363,SO51420,20230111,20230123,20230118,11109,2294.99
528,SO51420,20230111,20230123,20230118,11109,4.99
537,SO51420,20230111,20230123,20230118,11109,35.00
485,SO51420,20230111,20230123,20230118,11109,21.98
483,SO51420,20230111,20230123,20230118,11109,120.00
361,SO51421,20230111,20230123,20230118,11010,2294.99
598,SO51422,20230111,20230123,20230118,17513,539.99
485,SO51422,20230111,20230123,20230118,17513,21.98
483,SO51422,20230111,20230123,20230118,17513,120.00
561,SO51423,20230111,20230123,20230118,29042,2384.07
541,SO51423,20230111,20230123,20230118,29042,28.99
530,SO51423,20230111,20230123,20230118,29042,4.99
480,SO51423,20230111,20230123,20230118,29042,2.29
606,SO51424,20230111,20230123,20230118,21331,539.99
222,SO51424,20230111,20230123,20230118,21331,34.99
465,SO51424,20230111,20230123,20230118,21331,24.49
384,SO51425,20230111,20230123,20230118,19171,1120.49
489,SO51425,20230111,20230123,20230118,19171,53.99
378,SO51426,20230112,20230124,20230119,18217,2443.35
214,SO51426,20230112,20230124,20230119,18217,34.99
361,SO51427,20230112,20230124,20230119,11243,2294.99
537,SO51427,20230112,20230124,20230119,11243,35.00
214,SO51427,20230112,20230124,20230119,11243,34.99
378,SO51428,20230112,20230124,20230119,12308,2443.35
540,SO51428,20230112,20230124,20230119,12308,32.60
467,SO51428,20230112,20230124,20230119,12308,24.49
361,SO51429,20230112,20230124,20230119,11316,2294.99
487,SO51429,20230112,20230124,20230119,11316,54.99
357,SO51430,20230112,20230124,20230119,11275,2319.99
485,SO51430,20230112,20230124,20230119,11275,21.98
222,SO51430,20230112,20230124,20230119,11275,34.99
363,SO51431,20230112,20230124,20230119,11063,2294.99
477,SO51431,20230112,20230124,20230119,11063,4.99
478,SO51431,20230112,20230124,20230119,11063,9.99
490,SO51431,20230112,20230124,20230119,11063,53.99
225,SO51431,20230112,20230124,20230119,11063,8.99
353,SO51432,20230112,20230124,20230119,11092,2319.99
485,SO51432,20230112,20230124,20230119,11092,21.98
566,SO51433,20230112,20230124,20230119,26307,742.35
222,SO51433,20230112,20230124,20230119,26307,34.99
578,SO51434,20230112,20230124,20230119,23688,1214.85
576,SO51435,20230112,20230124,20230119,24413,2384.07
477,SO51435,20230112,20230124,20230119,24413,4.99
479,SO51435,20230112,20230124,20230119,24413,8.99
225,SO51435,20230112,20230124,20230119,24413,8.99
605,SO51436,20230112,20230124,20230119,16218,539.99
214,SO51436,20230112,20230124,20230119,16218,34.99
604,SO51437,20230112,20230124,20230119,21488,539.99
479,SO51437,20230112,20230124,20230119,21488,8.99
477,SO51437,20230112,20230124,20230119,21488,4.99
214,SO51437,20230112,20230124,20230119,21488,34.99
237,SO51437,20230112,20230124,20230119,21488,49.99
382,SO51438,20230112,20230124,20230119,19212,1120.49
491,SO51438,20230112,20230124,20230119,19212,53.99
605,SO51439,20230112,20230124,20230119,21017,539.99
477,SO51439,20230112,20230124,20230119,21017,4.99
463,SO51439,20230112,20230124,20230119,21017,24.49
479,SO51439,20230112,20230124,20230119,21017,8.99
374,SO51440,20230113,20230125,20230120,18244,2443.35
378,SO51441,20230113,20230125,20230120,12124,2443.35
484,SO51441,20230113,20230125,20230120,12124,7.95
582,SO51442,20230113,20230125,20230120,20834,1700.99
529,SO51442,20230113,20230125,20230120,20834,3.99
539,SO51442,20230113,20230125,20230120,20834,24.99
488,SO51442,20230113,20230125,20230120,20834,53.99
353,SO51443,20230113,20230125,20230120,11739,2319.99
537,SO51443,20230113,20230125,20230120,11739,35.00
528,SO51443,20230113,20230125,20230120,11739,4.99
353,SO51444,20230113,20230125,20230120,11272,2319.99
485,SO51444,20230113,20230125,20230120,11272,21.98
487,SO51444,20230113,20230125,20230120,11272,54.99
357,SO51445,20230113,20230125,20230120,11088,2319.99
485,SO51445,20230113,20230125,20230120,11088,21.98
463,SO51445,20230113,20230125,20230120,11088,24.49
384,SO51446,20230113,20230125,20230120,24606,1120.49
217,SO51446,20230113,20230125,20230120,24606,34.99
353,SO51447,20230113,20230125,20230120,11107,2319.99
485,SO51447,20230113,20230125,20230120,11107,21.98
217,SO51447,20230113,20230125,20230120,11107,34.99
357,SO51448,20230113,20230125,20230120,11080,2319.99
537,SO51448,20230113,20230125,20230120,11080,35.00
528,SO51448,20230113,20230125,20230120,11080,4.99
560,SO51449,20230113,20230125,20230120,25088,1214.85
214,SO51449,20230113,20230125,20230120,25088,34.99
363,SO51450,20230113,20230125,20230120,11452,2294.99
483,SO51450,20230113,20230125,20230120,11452,120.00
386,SO51451,20230113,20230125,20230120,19159,1120.49
606,SO51452,20230113,20230125,20230120,22254,539.99
479,SO51452,20230113,20230125,20230120,22254,8.99
477,SO51452,20230113,20230125,20230120,22254,4.99
605,SO51453,20230113,20230125,20230120,25605,539.99
529,SO51453,20230113,20230125,20230120,25605,3.99
538,SO51453,20230113,20230125,20230120,25605,21.49
222,SO51453,20230113,20230125,20230120,25605,34.99
574,SO51454,20230113,20230125,20230120,14198,2384.07
479,SO51454,20230113,20230125,20230120,14198,8.99
477,SO51454,20230113,20230125,20230120,14198,4.99
214,SO51454,20230113,20230125,20230120,14198,34.99
579,SO51455,20230113,20230125,20230120,26831,1214.85
237,SO51455,20230113,20230125,20230120,26831,49.99
378,SO51456,20230114,20230126,20230121,23607,2443.35
484,SO51456,20230114,20230126,20230121,23607,7.95
380,SO51457,20230114,20230126,20230121,22828,2443.35
484,SO51457,20230114,20230126,20230121,22828,7.95
582,SO51458,20230114,20230126,20230121,16803,1700.99
228,SO51458,20230114,20230126,20230121,16803,49.99
225,SO51458,20230114,20230126,20230121,16803,8.99
580,SO51459,20230114,20230126,20230121,16807,1700.99
539,SO51459,20230114,20230126,20230121,16807,24.99
480,SO51459,20230114,20230126,20230121,16807,2.29
359,SO51460,20230114,20230126,20230121,11041,2294.99
485,SO51460,20230114,20230126,20230121,11041,21.98
471,SO51460,20230114,20230126,20230121,11041,63.50
586,SO51461,20230114,20230126,20230121,14146,742.35
222,SO51461,20230114,20230126,20230121,14146,34.99
237,SO51461,20230114,20230126,20230121,14146,49.99
580,SO51462,20230114,20230126,20230121,22932,1700.99
539,SO51462,20230114,20230126,20230121,22932,24.99
382,SO51463,20230114,20230126,20230121,21300,1120.49
564,SO51464,20230114,20230126,20230121,27819,2384.07
222,SO51464,20230114,20230126,20230121,27819,34.99
581,SO51465,20230115,20230127,20230122,16794,1700.99
222,SO51465,20230115,20230127,20230122,16794,34.99
234,SO51465,20230115,20230127,20230122,16794,49.99
583,SO51466,20230115,20230127,20230122,16804,1700.99
539,SO51466,20230115,20230127,20230122,16804,24.99
480,SO51466,20230115,20230127,20230122,16804,2.29
581,SO51467,20230115,20230127,20230122,16805,1700.99
479,SO51467,20230115,20230127,20230122,16805,8.99
477,SO51467,20230115,20230127,20230122,16805,4.99
489,SO51467,20230115,20230127,20230122,16805,53.99
359,SO51468,20230115,20230127,20230122,11259,2294.99
483,SO51468,20230115,20230127,20230122,11259,120.00
363,SO51469,20230115,20230127,20230122,11168,2294.99
528,SO51469,20230115,20230127,20230122,11168,4.99
537,SO51469,20230115,20230127,20230122,11168,35.00
485,SO51469,20230115,20230127,20230122,11168,21.98
480,SO51469,20230115,20230127,20230122,11168,2.29
584,SO51470,20230115,20230127,20230122,26657,539.99
217,SO51470,20230115,20230127,20230122,26657,34.99
605,SO51471,20230115,20230127,20230122,18899,539.99
606,SO51472,20230115,20230127,20230122,26654,539.99
538,SO51472,20230115,20230127,20230122,26654,21.49
480,SO51472,20230115,20230127,20230122,26654,2.29
605,SO51473,20230115,20230127,20230122,18907,539.99
479,SO51473,20230115,20230127,20230122,18907,8.99
477,SO51473,20230115,20230127,20230122,18907,4.99
217,SO51473,20230115,20230127,20230122,18907,34.99
388,SO51474,20230115,20230127,20230122,19202,1120.49
237,SO51474,20230115,20230127,20230122,19202,49.99
604,SO51475,20230115,20230127,20230122,22436,539.99
479,SO51475,20230115,20230127,20230122,22436,8.99
477,SO51475,20230115,20230127,20230122,22436,4.99
489,SO51475,20230115,20230127,20230122,22436,53.99
561,SO51476,20230115,20230127,20230122,28694,2384.07
225,SO51476,20230115,20230127,20230122,28694,8.99
560,SO51477,20230115,20230127,20230122,12264,1214.85
541,SO51477,20230115,20230127,20230122,12264,28.99
372,SO51478,20230116,20230128,20230123,18213,2443.35
477,SO51478,20230116,20230128,20230123,18213,4.99
479,SO51478,20230116,20230128,20230123,18213,8.99
217,SO51478,20230116,20230128,20230123,18213,34.99
372,SO51479,20230116,20230128,20230123,16687,2443.35
479,SO51479,20230116,20230128,20230123,16687,8.99
477,SO51479,20230116,20230128,20230123,16687,4.99
217,SO51479,20230116,20230128,20230123,16687,34.99
580,SO51480,20230116,20230128,20230123,16937,1700.99
225,SO51480,20230116,20230128,20230123,16937,8.99
222,SO51480,20230116,20230128,20230123,16937,34.99
594,SO51481,20230116,20230128,20230123,17098,564.99
485,SO51481,20230116,20230128,20230123,17098,21.98
359,SO51482,20230116,20230128,20230123,11484,2294.99
537,SO51482,20230116,20230128,20230123,11484,35.00
217,SO51482,20230116,20230128,20230123,11484,34.99
378,SO51483,20230116,20230128,20230123,23606,2443.35
529,SO51483,20230116,20230128,20230123,23606,3.99
472,SO51483,20230116,20230128,20230123,23606,63.50
540,SO51483,20230116,20230128,20230123,23606,32.60
372,SO51484,20230116,20230128,20230123,19433,2443.35
217,SO51484,20230116,20230128,20230123,19433,34.99
374,SO51485,20230116,20230128,20230123,16316,2443.35
540,SO51485,20230116,20230128,20230123,16316,32.60
480,SO51485,20230116,20230128,20230123,16316,2.29
582,SO51486,20230116,20230128,20230123,16798,1700.99
529,SO51486,20230116,20230128,20230123,16798,3.99
539,SO51486,20230116,20230128,20230123,16798,24.99
222,SO51486,20230116,20230128,20230123,16798,34.99
595,SO51487,20230116,20230128,20230123,15555,564.99
478,SO51487,20230116,20230128,20230123,15555,9.99
477,SO51487,20230116,20230128,20230123,15555,4.99
225,SO51487,20230116,20230128,20230123,15555,8.99
374,SO51488,20230116,20230128,20230123,20036,2443.35
479,SO51488,20230116,20230128,20230123,20036,8.99
477,SO51488,20230116,20230128,20230123,20036,4.99
480,SO51488,20230116,20230128,20230123,20036,2.29
486,SO51488,20230116,20230128,20230123,20036,159.00
359,SO51489,20230116,20230128,20230123,11289,2294.99
485,SO51489,20230116,20230128,20230123,11289,21.98
480,SO51489,20230116,20230128,20230123,11289,2.29
484,SO51489,20230116,20230128,20230123,11289,7.95
359,SO51490,20230116,20230128,20230123,11171,2294.99
485,SO51490,20230116,20230128,20230123,11171,21.98
478,SO51490,20230116,20230128,20230123,11171,9.99
487,SO51490,20230116,20230128,20230123,11171,54.99
363,SO51491,20230116,20230128,20230123,11075,2294.99
353,SO51492,20230116,20230128,20230123,11018,2319.99
485,SO51492,20230116,20230128,20230123,11018,21.98
353,SO51493,20230116,20230128,20230123,11001,2319.99
485,SO51493,20230116,20230128,20230123,11001,21.98
477,SO51493,20230116,20230128,20230123,11001,4.99
478,SO51493,20230116,20230128,20230123,11001,9.99
491,SO51493,20230116,20230128,20230123,11001,53.99
225,SO51493,20230116,20230128,20230123,11001,8.99
585,SO51494,20230116,20230128,20230123,26311,742.35
225,SO51494,20230116,20230128,20230123,26311,8.99
574,SO51495,20230116,20230128,20230123,29043,2384.07
489,SO51495,20230116,20230128,20230123,29043,53.99
225,SO51495,20230116,20230128,20230123,29043,8.99
606,SO51496,20230116,20230128,20230123,21487,539.99
479,SO51496,20230116,20230128,20230123,21487,8.99
390,SO51497,20230116,20230128,20230123,19170,1120.49
539,SO51497,20230116,20230128,20230123,19170,24.99
529,SO51497,20230116,20230128,20230123,19170,3.99
480,SO51497,20230116,20230128,20230123,19170,2.29
388,SO51498,20230116,20230128,20230123,19198,1120.49
217,SO51498,20230116,20230128,20230123,19198,34.99
386,SO51499,20230116,20230128,20230123,22668,1120.49
491,SO51499,20230116,20230128,20230123,22668,53.99
604,SO51500,20230116,20230128,20230123,21014,539.99
477,SO51500,20230116,20230128,20230123,21014,4.99
479,SO51500,20230116,20230128,20230123,21014,8.99
488,SO51500,20230116,20230128,20230123,21014,53.99
577,SO51501,20230116,20230128,20230123,26862,1214.85
222,SO51501,20230116,20230128,20230123,26862,34.99
596,SO51502,20230117,20230129,20230124,19475,539.99
485,SO51502,20230117,20230129,20230124,19475,21.98
478,SO51502,20230117,20230129,20230124,19475,9.99
477,SO51502,20230117,20230129,20230124,19475,4.99
214,SO51502,20230117,20230129,20230124,19475,34.99
587,SO51503,20230117,20230129,20230124,13662,769.49
474,SO51503,20230117,20230129,20230124,13662,69.99
580,SO51504,20230117,20230129,20230124,16792,1700.99
217,SO51504,20230117,20230129,20230124,16792,34.99
363,SO51505,20230117,20230129,20230124,11053,2294.99
217,SO51505,20230117,20230129,20230124,11053,34.99
585,SO51506,20230117,20230129,20230124,11616,742.35
541,SO51506,20230117,20230129,20230124,11616,28.99
530,SO51506,20230117,20230129,20230124,11616,4.99
484,SO51506,20230117,20230129,20230124,11616,7.95
590,SO51507,20230117,20230129,20230124,16662,769.49
484,SO51507,20230117,20230129,20230124,16662,7.95
606,SO51508,20230117,20230129,20230124,22273,539.99
214,SO51508,20230117,20230129,20230124,22273,34.99
605,SO51509,20230117,20230129,20230124,22393,539.99
477,SO51509,20230117,20230129,20230124,22393,4.99
479,SO51509,20230117,20230129,20230124,22393,8.99
222,SO51509,20230117,20230129,20230124,22393,34.99
575,SO51510,20230117,20230129,20230124,12315,2384.07
217,SO51510,20230117,20230129,20230124,12315,34.99
374,SO51511,20230118,20230130,20230125,18241,2443.35
529,SO51511,20230118,20230130,20230125,18241,3.99
540,SO51511,20230118,20230130,20230125,18241,32.60
353,SO51512,20230118,20230130,20230125,11403,2319.99
478,SO51512,20230118,20230130,20230125,11403,9.99
477,SO51512,20230118,20230130,20230125,11403,4.99
225,SO51512,20230118,20230130,20230125,11403,8.99
489,SO51512,20230118,20230130,20230125,11403,53.99
582,SO51513,20230118,20230130,20230125,16570,1700.99
539,SO51513,20230118,20230130,20230125,16570,24.99
237,SO51513,20230118,20230130,20230125,16570,49.99
591,SO51514,20230118,20230130,20230125,17700,564.99
225,SO51514,20230118,20230130,20230125,17700,8.99
231,SO51514,20230118,20230130,20230125,17700,49.99
374,SO51515,20230118,20230130,20230125,16391,2443.35
353,SO51516,20230118,20230130,20230125,11237,2319.99
378,SO51517,20230118,20230130,20230125,20039,2443.35
479,SO51517,20230118,20230130,20230125,20039,8.99
477,SO51517,20230118,20230130,20230125,20039,4.99
380,SO51518,20230118,20230130,20230125,16132,2443.35
477,SO51518,20230118,20230130,20230125,16132,4.99
479,SO51518,20230118,20230130,20230125,16132,8.99
480,SO51518,20230118,20230130,20230125,16132,2.29
590,SO51519,20230118,20230130,20230125,14078,769.49
476,SO51519,20230118,20230130,20230125,14078,69.99
353,SO51520,20230118,20230130,20230125,11015,2319.99
485,SO51520,20230118,20230130,20230125,11015,21.98
486,SO51520,20230118,20230130,20230125,11015,159.00
566,SO51521,20230118,20230130,20230125,28671,742.35
353,SO51522,20230118,20230130,20230125,11000,2319.99
485,SO51522,20230118,20230130,20230125,11000,21.98
574,SO51523,20230118,20230130,20230125,24427,2384.07
479,SO51523,20230118,20230130,20230125,24427,8.99
477,SO51523,20230118,20230130,20230125,24427,4.99
480,SO51523,20230118,20230130,20230125,24427,2.29
604,SO51524,20230118,20230130,20230125,21470,539.99
479,SO51524,20230118,20230130,20230125,21470,8.99
477,SO51524,20230118,20230130,20230125,21470,4.99
225,SO51524,20230118,20230130,20230125,21470,8.99
384,SO51525,20230118,20230130,20230125,27799,1120.49
488,SO51525,20230118,20230130,20230125,27799,53.99
390,SO51526,20230118,20230130,20230125,22614,1120.49
217,SO51526,20230118,20230130,20230125,22614,34.99
584,SO51527,20230118,20230130,20230125,20977,539.99
217,SO51527,20230118,20230130,20230125,20977,34.99
378,SO51528,20230119,20230131,20230126,18219,2443.35
479,SO51528,20230119,20230131,20230126,18219,8.99
484,SO51528,20230119,20230131,20230126,18219,7.95
376,SO51529,20230119,20230131,20230126,18222,2443.35
479,SO51529,20230119,20230131,20230126,18222,8.99
225,SO51529,20230119,20230131,20230126,18222,8.99
477,SO51529,20230119,20230131,20230126,18222,4.99
380,SO51530,20230119,20230131,20230126,19362,2443.35
353,SO51531,20230119,20230131,20230126,11337,2319.99
478,SO51531,20230119,20230131,20230126,11337,9.99
477,SO51531,20230119,20230131,20230126,11337,4.99
490,SO51531,20230119,20230131,20230126,11337,53.99
376,SO51532,20230119,20230131,20230126,22808,2443.35
214,SO51532,20230119,20230131,20230126,22808,34.99
363,SO51533,20230119,20230131,20230126,11291,2294.99
353,SO51534,20230119,20230131,20230126,11158,2319.99
485,SO51534,20230119,20230131,20230126,11158,21.98
489,SO51534,20230119,20230131,20230126,11158,53.99
580,SO51535,20230119,20230131,20230126,22931,1700.99
580,SO51536,20230119,20230131,20230126,18698,1700.99
222,SO51536,20230119,20230131,20230126,18698,34.99
576,SO51537,20230119,20230131,20230126,28201,2384.07
214,SO51537,20230119,20230131,20230126,28201,34.99
605,SO51538,20230119,20230131,20230126,21597,539.99
538,SO51538,20230119,20230131,20230126,21597,21.49
386,SO51539,20230119,20230131,20230126,19160,1120.49
225,SO51539,20230119,20230131,20230126,19160,8.99
490,SO51539,20230119,20230131,20230126,19160,53.99
384,SO51540,20230119,20230131,20230126,19213,1120.49
217,SO51540,20230119,20230131,20230126,19213,34.99
388,SO51541,20230119,20230131,20230126,22630,1120.49
222,SO51541,20230119,20230131,20230126,22630,34.99
225,SO51541,20230119,20230131,20230126,22630,8.99
388,SO51542,20230119,20230131,20230126,22669,1120.49
376,SO51543,20230120,20230201,20230127,18210,2443.35
477,SO51543,20230120,20230201,20230127,18210,4.99
479,SO51543,20230120,20230201,20230127,18210,8.99
225,SO51543,20230120,20230201,20230127,18210,8.99
355,SO51544,20230120,20230201,20230127,11244,2319.99
537,SO51544,20230120,20230201,20230127,11244,35.00
374,SO51545,20230120,20230201,20230127,19382,2443.35
374,SO51546,20230120,20230201,20230127,26381,2443.35
477,SO51546,20230120,20230201,20230127,26381,4.99
479,SO51546,20230120,20230201,20230127,26381,8.99
471,SO51546,20230120,20230201,20230127,26381,63.50
372,SO51547,20230120,20230201,20230127,12300,2443.35
487,SO51547,20230120,20230201,20230127,12300,54.99
372,SO51548,20230120,20230201,20230127,19424,2443.35
477,SO51548,20230120,20230201,20230127,19424,4.99
479,SO51548,20230120,20230201,20230127,19424,8.99
491,SO51548,20230120,20230201,20230127,19424,53.99
372,SO51549,20230120,20230201,20230127,21858,2443.35
477,SO51549,20230120,20230201,20230127,21858,4.99
479,SO51549,20230120,20230201,20230127,21858,8.99
214,SO51549,20230120,20230201,20230127,21858,34.99
353,SO51550,20230120,20230201,20230127,11387,2319.99
214,SO51550,20230120,20230201,20230127,11387,34.99
595,SO51551,20230120,20230201,20230127,13058,564.99
478,SO51551,20230120,20230201,20230127,13058,9.99
477,SO51551,20230120,20230201,20230127,13058,4.99
225,SO51551,20230120,20230201,20230127,13058,8.99
589,SO51552,20230120,20230201,20230127,13747,769.49
474,SO51552,20230120,20230201,20230127,13747,69.99
463,SO51552,20230120,20230201,20230127,13747,24.49
363,SO51553,20230120,20230201,20230127,11286,2294.99
485,SO51553,20230120,20230201,20230127,11286,21.98
234,SO51553,20230120,20230201,20230127,11286,49.99
225,SO51553,20230120,20230201,20230127,11286,8.99
355,SO51554,20230120,20230201,20230127,11266,2319.99
478,SO51554,20230120,20230201,20230127,11266,9.99
477,SO51554,20230120,20230201,20230127,11266,4.99
225,SO51554,20230120,20230201,20230127,11266,8.99
361,SO51555,20230120,20230201,20230127,11037,2294.99
537,SO51555,20230120,20230201,20230127,11037,35.00
528,SO51555,20230120,20230201,20230127,11037,4.99
485,SO51555,20230120,20230201,20230127,11037,21.98
477,SO51555,20230120,20230201,20230127,11037,4.99
478,SO51555,20230120,20230201,20230127,11037,9.99
480,SO51555,20230120,20230201,20230127,11037,2.29
353,SO51556,20230120,20230201,20230127,11022,2319.99
480,SO51556,20230120,20230201,20230127,11022,2.29
572,SO51557,20230120,20230201,20230127,27765,742.35
390,SO51558,20230120,20230201,20230127,23104,1120.49
539,SO51558,20230120,20230201,20230127,23104,24.99
529,SO51558,20230120,20230201,20230127,23104,3.99
486,SO51558,20230120,20230201,20230127,23104,159.00
388,SO51559,20230120,20230201,20230127,24605,1120.49
539,SO51559,20230120,20230201,20230127,24605,24.99
529,SO51559,20230120,20230201,20230127,24605,3.99
222,SO51559,20230120,20230201,20230127,24605,34.99
584,SO51560,20230120,20230201,20230127,19271,539.99
214,SO51560,20230120,20230201,20230127,19271,34.99
357,SO51561,20230120,20230201,20230127,11025,2319.99
485,SO51561,20230120,20230201,20230127,11025,21.98
472,SO51561,20230120,20230201,20230127,11025,63.50
359,SO51562,20230120,20230201,20230127,11009,2294.99
480,SO51562,20230120,20230201,20230127,11009,2.29
598,SO51563,20230120,20230201,20230127,17511,539.99
528,SO51563,20230120,20230201,20230127,17511,4.99
535,SO51563,20230120,20230201,20230127,17511,24.99
480,SO51563,20230120,20230201,20230127,17511,2.29
586,SO51564,20230120,20230201,20230127,26309,742.35
482,SO51564,20230120,20230201,20230127,26309,8.99
560,SO51565,20230120,20230201,20230127,25085,1214.85
477,SO51565,20230120,20230201,20230127,25085,4.99
479,SO51565,20230120,20230201,20230127,25085,8.99
576,SO51566,20230120,20230201,20230127,24414,2384.07
477,SO51566,20230120,20230201,20230127,24414,4.99
479,SO51566,20230120,20230201,20230127,24414,8.99
604,SO51567,20230120,20230201,20230127,15276,539.99
538,SO51567,20230120,20230201,20230127,15276,21.49
480,SO51567,20230120,20230201,20230127,15276,2.29
605,SO51568,20230120,20230201,20230127,21448,539.99
463,SO51568,20230120,20230201,20230127,21448,24.49
584,SO51569,20230120,20230201,20230127,15017,539.99
479,SO51569,20230120,20230201,20230127,15017,8.99
477,SO51569,20230120,20230201,20230127,15017,4.99
491,SO51569,20230120,20230201,20230127,15017,53.99
606,SO51570,20230120,20230201,20230127,22459,539.99
560,SO51571,20230121,20230202,20230128,14046,1214.85
491,SO51571,20230121,20230202,20230128,14046,53.99
378,SO51572,20230121,20230202,20230128,23759,2443.35
540,SO51572,20230121,20230202,20230128,23759,32.60
359,SO51573,20230121,20230202,20230128,11238,2294.99
222,SO51573,20230121,20230202,20230128,11238,34.99
378,SO51574,20230121,20230202,20230128,16291,2443.35
217,SO51574,20230121,20230202,20230128,16291,34.99
376,SO51575,20230121,20230202,20230128,22323,2443.35
357,SO51576,20230121,20230202,20230128,11481,2319.99
487,SO51576,20230121,20230202,20230128,11481,54.99
355,SO51577,20230121,20230202,20230128,11042,2319.99
584,SO51578,20230121,20230202,20230128,27744,539.99
529,SO51578,20230121,20230202,20230128,27744,3.99
538,SO51578,20230121,20230202,20230128,27744,21.49
489,SO51578,20230121,20230202,20230128,27744,53.99
467,SO51578,20230121,20230202,20230128,27744,24.49
606,SO51579,20230121,20230202,20230128,26656,539.99
477,SO51579,20230121,20230202,20230128,26656,4.99
479,SO51579,20230121,20230202,20230128,26656,8.99
225,SO51579,20230121,20230202,20230128,26656,8.99
604,SO51580,20230121,20230202,20230128,18900,539.99
479,SO51580,20230121,20230202,20230128,18900,8.99
477,SO51580,20230121,20230202,20230128,18900,4.99
361,SO51581,20230121,20230202,20230128,11007,2294.99
528,SO51581,20230121,20230202,20230128,11007,4.99
537,SO51581,20230121,20230202,20230128,11007,35.00
485,SO51581,20230121,20230202,20230128,11007,21.98
222,SO51581,20230121,20230202,20230128,11007,34.99
363,SO51582,20230121,20230202,20230128,11052,2294.99
528,SO51582,20230121,20230202,20230128,11052,4.99
537,SO51582,20230121,20230202,20230128,11052,35.00
480,SO51582,20230121,20230202,20230128,11052,2.29
604,SO51583,20230121,20230202,20230128,16015,539.99
217,SO51583,20230121,20230202,20230128,16015,34.99
605,SO51584,20230121,20230202,20230128,22274,539.99
217,SO51584,20230121,20230202,20230128,22274,34.99
382,SO51585,20230121,20230202,20230128,19240,1120.49
214,SO51585,20230121,20230202,20230128,19240,34.99
374,SO51586,20230122,20230203,20230129,18207,2443.35
479,SO51586,20230122,20230203,20230129,18207,8.99
477,SO51586,20230122,20230203,20230129,18207,4.99
489,SO51586,20230122,20230203,20230129,18207,53.99
378,SO51587,20230122,20230203,20230129,25780,2443.35
529,SO51587,20230122,20230203,20230129,25780,3.99
540,SO51587,20230122,20230203,20230129,25780,32.60
376,SO51588,20230122,20230203,20230129,25769,2443.35
529,SO51588,20230122,20230203,20230129,25769,3.99
540,SO51588,20230122,20230203,20230129,25769,32.60
222,SO51588,20230122,20230203,20230129,25769,34.99
359,SO51589,20230122,20230203,20230129,11401,2294.99
487,SO51589,20230122,20230203,20230129,11401,54.99
467,SO51589,20230122,20230203,20230129,11401,24.49
355,SO51590,20230122,20230203,20230129,11271,2319.99
528,SO51590,20230122,20230203,20230129,11271,4.99
537,SO51590,20230122,20230203,20230129,11271,35.00
214,SO51590,20230122,20230203,20230129,11271,34.99
353,SO51591,20230122,20230203,20230129,11175,2319.99
485,SO51591,20230122,20230203,20230129,11175,21.98
359,SO51592,20230122,20230203,20230129,11082,2294.99
537,SO51592,20230122,20230203,20230129,11082,35.00
357,SO51593,20230122,20230203,20230129,11036,2319.99
217,SO51593,20230122,20230203,20230129,11036,34.99
359,SO51594,20230122,20230203,20230129,11104,2294.99
537,SO51594,20230122,20230203,20230129,11104,35.00
528,SO51594,20230122,20230203,20230129,11104,4.99
355,SO51595,20230122,20230203,20230129,11004,2319.99
485,SO51595,20230122,20230203,20230129,11004,21.98
214,SO51595,20230122,20230203,20230129,11004,34.99
560,SO51596,20230122,20230203,20230129,25087,1214.85
217,SO51596,20230122,20230203,20230129,25087,34.99
355,SO51597,20230122,20230203,20230129,11453,2319.99
487,SO51597,20230122,20230203,20230129,11453,54.99
484,SO51597,20230122,20230203,20230129,11453,7.95
562,SO51598,20230122,20230203,20230129,24404,2384.07
576,SO51599,20230122,20230203,20230129,24405,2384.07
222,SO51599,20230122,20230203,20230129,24405,34.99
604,SO51600,20230122,20230203,20230129,22262,539.99
584,SO51601,20230122,20230203,20230129,25608,539.99
575,SO51602,20230122,20230203,20230129,11439,2384.07
214,SO51602,20230122,20230203,20230129,11439,34.99
579,SO51603,20230122,20230203,20230129,29401,1214.85
225,SO51603,20230122,20230203,20230129,29401,8.99
355,SO51604,20230123,20230204,20230130,11246,2319.99
478,SO51604,20230123,20230204,20230130,11246,9.99
583,SO51605,20230123,20230204,20230130,21056,1700.99
539,SO51605,20230123,20230204,20230130,21056,24.99
529,SO51605,20230123,20230204,20230130,21056,3.99
222,SO51605,20230123,20230204,20230130,21056,34.99
582,SO51606,20230123,20230204,20230130,21039,1700.99
580,SO51607,20230123,20230204,20230130,16799,1700.99
